date,4. close,4. close,4. close
2000-01-28,98.25,101.62,
2000-01-31,97.87,103.75,
2000-02-01,102.94,100.25,
2000-02-02,100.81,98.81,
2000-02-03,103.62,103.31,
2000-02-04,106.56,108.0,
2000-02-07,106.62,114.06,
2000-02-08,109.94,114.87,
2000-02-09,104.0,112.62,
2000-02-10,106.0,113.5,
2000-02-11,99.94,108.75,
2000-02-14,99.62,115.81,
2000-02-15,98.56,119.0,
2000-02-16,97.62,114.12,
2000-02-17,99.62,114.87,
2000-02-18,95.06,111.25,
2000-02-22,93.81,113.81,
2000-02-23,94.25,116.25,
2000-02-24,94.75,115.2,
2000-02-25,91.31,110.37,
2000-02-28,91.56,113.25,
2000-02-29,89.37,114.62,
2000-03-01,90.81,130.31,
2000-03-02,93.37,122.0,
2000-03-03,96.12,128.0,
2000-03-06,90.62,125.69,
2000-03-07,92.87,122.87,
2000-03-08,95.56,122.0,
2000-03-09,100.0,122.25,
2000-03-10,101.0,125.75,
2000-03-13,98.0,121.31,
2000-03-14,95.12,114.25,
2000-03-15,95.37,116.25,
2000-03-16,95.37,121.56,
2000-03-17,99.37,125.0,
2000-03-20,97.37,123.0,
2000-03-21,102.75,134.94,
2000-03-22,103.25,144.19,
2000-03-23,111.87,141.31,
2000-03-24,111.69,138.69,
2000-03-27,104.06,139.56,
2000-03-28,104.31,139.13,
2000-03-29,107.19,135.94,
2000-03-30,103.37,125.75,
2000-03-31,106.25,135.81,
2000-04-03,90.87,133.31,
2000-04-04,88.56,127.31,
2000-04-05,86.37,130.38,
2000-04-06,86.0,125.19,
2000-04-07,89.06,131.75,
2000-04-10,86.06,125.0,
2000-04-11,83.87,119.44,
2000-04-12,79.37,109.25,
2000-04-13,79.25,113.81,
2000-04-14,74.12,111.87,
2000-04-17,75.87,123.87,
2000-04-18,80.56,126.87,
2000-04-19,78.69,121.12,
2000-04-20,78.94,118.87,
2000-04-24,66.62,120.5,
2000-04-25,69.37,128.31,
2000-04-26,68.0,121.31,
2000-04-27,69.81,126.75,
2000-04-28,69.75,124.06,
2000-05-01,73.44,124.31,
2000-05-02,69.87,117.87,
2000-05-03,70.56,115.06,
2000-05-04,70.44,110.69,
2000-05-05,71.12,113.12,
2000-05-08,69.81,110.12,
2000-05-09,67.81,105.44,
2000-05-10,66.19,99.31,
2000-05-11,67.87,102.81,
2000-05-12,68.81,107.62,
2000-05-15,69.37,101.0,
2000-05-16,69.5,105.69,
2000-05-17,67.69,101.37,
2000-05-18,66.19,100.75,
2000-05-19,65.06,94.0,
2000-05-22,64.19,89.94,
2000-05-23,63.19,85.81,
2000-05-24,65.56,87.69,
2000-05-25,61.5,87.27,
2000-05-26,61.44,86.37,
2000-05-30,63.38,87.56,
2000-05-31,62.56,84.0,
2000-06-01,64.56,89.12,
2000-06-02,66.31,92.56,
2000-06-05,66.87,91.31,
2000-06-06,69.62,92.87,
2000-06-07,70.5,96.56,
2000-06-08,68.81,94.81,
2000-06-09,68.81,95.75,
2000-06-12,66.87,91.19,
2000-06-13,67.87,94.5,
2000-06-14,70.5,90.44,
2000-06-15,72.37,92.37,
2000-06-16,72.56,91.19,
2000-06-19,73.69,96.62,
2000-06-20,74.94,101.25,
2000-06-21,80.69,55.63,
2000-06-22,79.87,53.75,
2000-06-23,77.69,51.69,
2000-06-26,79.5,54.13,
2000-06-27,78.81,51.75,
2000-06-28,78.94,54.44,
2000-06-29,77.19,51.25,
2000-06-30,80.0,52.38,
2000-07-03,80.0,53.31,
2000-07-05,78.5,51.63,
2000-07-06,80.94,51.81,
2000-07-07,82.0,54.44,
2000-07-10,79.44,57.13,
2000-07-11,79.12,56.94,
2000-07-12,80.31,58.88,
2000-07-13,79.94,56.5,
2000-07-14,78.94,57.69,
2000-07-17,78.19,58.31,
2000-07-18,78.5,57.25,
2000-07-19,73.12,52.69,
2000-07-20,74.81,55.13,
2000-07-21,72.31,53.56,
2000-07-24,70.56,48.69,
2000-07-25,69.0,50.06,
2000-07-26,67.81,50.06,
2000-07-27,69.37,52.0,
2000-07-28,69.69,48.31,
2000-07-31,69.81,50.81,
2000-08-01,68.69,49.31,
2000-08-02,69.37,47.25,
2000-08-03,70.25,48.0,
2000-08-04,69.12,47.38,
2000-08-07,70.0,47.94,
2000-08-08,74.12,46.75,
2000-08-09,74.25,47.5,
2000-08-10,72.62,47.56,
2000-08-11,72.44,47.69,
2000-08-14,72.19,47.06,
2000-08-15,71.62,46.69,
2000-08-16,71.0,48.5,
2000-08-17,71.56,51.44,
2000-08-18,71.0,50.0,
2000-08-21,70.62,50.5,
2000-08-22,71.25,51.69,
2000-08-23,70.75,54.31,
2000-08-24,71.12,56.11,
2000-08-25,70.62,56.81,
2000-08-28,71.31,58.06,
2000-08-29,70.94,59.19,
2000-08-30,70.0,59.5,
2000-08-31,69.81,60.94,
2000-09-01,70.19,63.44,
2000-09-05,70.12,62.44,
2000-09-06,69.44,58.44,
2000-09-07,70.06,62.0,
2000-09-08,69.31,58.88,
2000-09-11,68.81,58.44,
2000-09-12,68.12,57.75,
2000-09-13,68.25,58.0,
2000-09-14,65.81,56.86,
2000-09-15,64.19,55.23,
2000-09-18,63.0,60.66,
2000-09-19,65.0,59.94,
2000-09-20,64.25,61.05,
2000-09-21,64.19,56.69,
2000-09-22,63.25,52.19,
2000-09-25,61.25,53.5,
2000-09-26,62.69,51.44,
2000-09-27,60.63,48.94,
2000-09-28,61.31,53.5,
2000-09-29,60.31,25.75,
2000-10-02,59.13,24.25,
2000-10-03,56.56,22.31,
2000-10-04,55.44,23.62,
2000-10-05,55.38,22.06,
2000-10-06,55.56,22.19,
2000-10-09,54.19,21.75,
2000-10-10,54.56,20.87,
2000-10-11,55.75,19.62,
2000-10-12,54.38,20.0,
2000-10-13,53.75,22.06,
2000-10-16,50.38,21.5,
2000-10-17,50.44,20.12,
2000-10-18,51.75,20.12,
2000-10-19,61.88,18.94,
2000-10-20,65.19,19.5,
2000-10-23,62.13,20.37,
2000-10-24,61.5,18.87,
2000-10-25,61.25,18.5,
2000-10-26,64.44,18.5,
2000-10-27,67.69,18.56,
2000-10-30,69.06,19.31,
2000-10-31,68.87,19.56,
2000-11-01,69.62,20.5,
2000-11-02,70.31,22.31,
2000-11-03,68.25,22.25,
2000-11-06,69.5,21.44,
2000-11-07,70.5,21.31,
2000-11-08,69.44,20.06,
2000-11-09,70.87,20.19,
2000-11-10,67.37,19.06,
2000-11-13,66.44,19.37,
2000-11-14,68.81,20.25,
2000-11-15,70.06,19.87,
2000-11-16,68.94,19.0,
2000-11-17,69.06,18.5,
2000-11-20,67.19,18.94,
2000-11-21,67.75,18.81,
2000-11-22,68.25,18.5,
2000-11-24,69.94,19.31,
2000-11-27,70.69,18.69,
2000-11-28,67.0,18.03,
2000-11-29,65.06,17.56,
2000-11-30,57.38,16.5,
2000-12-01,56.63,17.06,
2000-12-04,56.44,16.69,
2000-12-05,59.88,17.0,
2000-12-06,56.69,14.31,
2000-12-07,53.13,14.31,
2000-12-08,54.44,15.06,
2000-12-11,58.06,15.19,
2000-12-12,58.38,15.38,
2000-12-13,57.25,15.0,
2000-12-14,55.5,14.44,
2000-12-15,49.19,14.06,
2000-12-18,47.81,14.25,
2000-12-19,44.81,14.0,
2000-12-20,41.5,14.38,
2000-12-21,43.44,14.06,
2000-12-22,46.44,15.0,
2000-12-26,46.88,14.69,
2000-12-27,46.44,14.81,
2000-12-28,44.56,14.81,
2000-12-29,43.38,14.88,
2001-01-02,43.38,14.88,
2001-01-03,47.94,16.37,
2001-01-04,48.44,17.06,
2001-01-05,49.13,16.37,
2001-01-08,48.94,16.56,
2001-01-09,51.81,17.19,
2001-01-10,52.88,16.56,
2001-01-11,55.0,18.0,
2001-01-12,53.5,17.19,
2001-01-16,52.56,17.12,
2001-01-17,52.94,16.81,
2001-01-18,55.5,18.69,
2001-01-19,61.0,19.5,
2001-01-22,60.13,19.25,
2001-01-23,60.56,20.5,
2001-01-24,62.94,20.5,
2001-01-25,61.81,19.94,
2001-01-26,64.0,19.56,
2001-01-29,64.5,21.69,
2001-01-30,63.38,21.75,
2001-01-31,61.06,21.62,
2001-02-01,62.38,21.12,
2001-02-02,60.81,20.62,
2001-02-05,61.94,20.19,
2001-02-06,62.56,21.12,
2001-02-07,64.69,20.75,
2001-02-08,62.25,20.75,
2001-02-09,59.13,19.12,
2001-02-12,58.75,19.69,
2001-02-13,58.19,19.12,
2001-02-14,58.38,19.5,
2001-02-15,58.81,20.06,
2001-02-16,57.31,19.0,
2001-02-20,55.88,18.31,
2001-02-21,56.25,18.87,
2001-02-22,55.19,18.81,
2001-02-23,56.75,18.81,
2001-02-26,59.56,19.5,
2001-02-27,59.38,19.37,
2001-02-28,59.0,18.25,
2001-03-01,59.36,18.75,
2001-03-02,56.69,19.25,
2001-03-05,57.44,20.37,
2001-03-06,59.44,21.5,
2001-03-07,60.69,21.25,
2001-03-08,59.25,20.81,
2001-03-09,56.69,20.25,
2001-03-12,51.94,18.62,
2001-03-13,54.19,19.56,
2001-03-14,54.0,20.44,
2001-03-15,53.69,19.69,
2001-03-16,54.56,19.62,
2001-03-19,54.31,20.56,
2001-03-20,52.69,19.69,
2001-03-21,50.06,20.12,
2001-03-22,54.0,21.62,
2001-03-23,56.56,23.0,
2001-03-26,56.06,21.78,
2001-03-27,58.25,22.87,
2001-03-28,55.56,22.17,
2001-03-29,55.38,22.53,
2001-03-30,54.69,22.07,
2001-04-02,55.81,21.59,
2001-04-03,53.38,20.24,
2001-04-04,51.94,19.5,
2001-04-05,56.75,20.87,
2001-04-06,56.19,20.59,
2001-04-09,57.15,20.54,
2001-04-10,59.68,22.04,
2001-04-11,60.04,21.8,
2001-04-12,62.18,22.42,
2001-04-16,60.79,21.44,
2001-04-17,61.48,20.4,
2001-04-18,65.43,22.79,
2001-04-19,68.04,25.72,
2001-04-20,69.0,25.04,
2001-04-23,68.25,24.25,
2001-04-24,67.55,24.03,
2001-04-25,69.69,24.72,
2001-04-26,69.13,24.69,
2001-04-27,67.12,26.2,
2001-04-30,67.75,25.49,
2001-05-01,70.17,25.93,
2001-05-02,69.76,26.59,
2001-05-03,68.53,24.96,
2001-05-04,70.75,25.75,
2001-05-07,71.38,24.96,
2001-05-08,72.06,24.57,
2001-05-09,70.4,23.98,
2001-05-10,70.0,23.0,
2001-05-11,69.4,22.85,
2001-05-14,68.72,23.29,
2001-05-15,68.27,23.18,
2001-05-16,69.16,24.1,
2001-05-17,68.17,23.55,
2001-05-18,68.09,23.53,
2001-05-21,68.79,23.56,
2001-05-22,70.31,23.5,
2001-05-23,69.7,23.23,
2001-05-24,71.72,23.2,
2001-05-25,70.91,22.76,
2001-05-29,70.34,21.47,
2001-05-30,69.19,19.78,
2001-05-31,69.18,19.95,
2001-06-01,70.34,20.89,
2001-06-04,70.78,20.66,
2001-06-05,72.6,20.94,
2001-06-06,72.36,20.73,
2001-06-07,73.68,21.66,
2001-06-08,73.19,21.32,
2001-06-11,72.12,20.04,
2001-06-12,72.08,20.31,
2001-06-13,70.69,20.47,
2001-06-14,68.9,19.88,
2001-06-15,68.02,20.44,
2001-06-18,66.88,20.33,
2001-06-19,67.32,20.19,
2001-06-20,69.41,21.67,
2001-06-21,69.84,22.49,
2001-06-22,68.83,22.26,
2001-06-25,68.85,23.99,
2001-06-26,70.14,23.75,
2001-06-27,71.14,23.34,
2001-06-28,72.74,23.54,
2001-06-29,73.0,23.25,
2001-07-02,70.6,23.9,
2001-07-03,70.47,23.84,
2001-07-05,68.51,23.19,
2001-07-06,66.06,22.03,
2001-07-09,65.69,22.7,
2001-07-10,64.48,21.14,
2001-07-11,66.5,22.54,
2001-07-12,71.6,24.36,
2001-07-13,71.34,24.85,
2001-07-16,71.18,23.96,
2001-07-17,71.82,25.1,
2001-07-18,70.57,20.79,
2001-07-19,72.57,19.96,
2001-07-20,69.18,19.98,
2001-07-23,67.09,19.54,
2001-07-24,66.32,19.09,
2001-07-25,67.48,18.47,
2001-07-26,66.59,18.59,
2001-07-27,65.47,18.96,
2001-07-30,65.8,18.93,
2001-07-31,66.19,18.79,
2001-08-01,66.47,19.06,
2001-08-02,67.45,19.82,
2001-08-03,66.89,19.5,
2001-08-06,66.13,19.13,
2001-08-07,66.35,19.25,
2001-08-08,64.86,18.9,
2001-08-09,65.01,19.05,
2001-08-10,65.52,19.02,
2001-08-13,65.83,19.09,
2001-08-14,64.69,18.73,
2001-08-15,63.2,18.44,
2001-08-16,64.62,18.65,
2001-08-17,61.88,18.07,
2001-08-20,62.7,18.12,
2001-08-21,60.78,17.92,
2001-08-22,60.66,18.21,
2001-08-23,59.12,17.81,
2001-08-24,62.05,18.57,
2001-08-27,62.31,18.92,
2001-08-28,60.74,18.4,
2001-08-29,60.25,17.83,
2001-08-30,56.94,17.83,
2001-08-31,57.05,18.55,
2001-09-04,56.1,18.25,
2001-09-05,57.74,18.55,
2001-09-06,56.02,17.72,
2001-09-07,55.4,17.28,
2001-09-10,57.58,17.37,
2001-09-17,52.91,16.99,
2001-09-18,54.32,16.28,
2001-09-19,53.87,17.02,
2001-09-20,50.76,15.68,
2001-09-21,49.71,15.73,
2001-09-24,52.01,16.45,
2001-09-25,51.3,15.54,
2001-09-26,50.27,15.15,
2001-09-27,49.96,15.51,
2001-09-28,51.17,15.51,
2001-10-01,51.79,15.54,
2001-10-02,53.05,15.05,
2001-10-03,56.23,14.98,
2001-10-04,56.44,15.88,
2001-10-05,57.72,16.14,
2001-10-08,58.04,16.2,
2001-10-09,54.56,16.0,
2001-10-10,55.51,16.82,
2001-10-11,56.32,17.74,
2001-10-12,56.38,18.01,
2001-10-15,58.06,17.99,
2001-10-16,58.45,18.01,
2001-10-17,56.03,16.99,
2001-10-18,56.75,18.0,
2001-10-19,57.9,18.3,
2001-10-22,60.16,19.02,
2001-10-23,60.43,18.14,
2001-10-24,61.32,18.95,
2001-10-25,62.56,19.19,
2001-10-26,62.2,18.67,
2001-10-29,59.64,17.63,
2001-10-30,58.88,17.6,
2001-10-31,58.15,17.56,
2001-11-01,61.84,18.59,
2001-11-02,61.4,18.57,
2001-11-05,63.27,19.07,
2001-11-06,64.78,19.57,
2001-11-07,64.25,19.59,
2001-11-08,64.42,18.71,
2001-11-09,65.21,18.71,
2001-11-12,65.79,18.75,
2001-11-13,67.9,19.37,
2001-11-14,65.95,19.61,
2001-11-15,66.12,19.45,
2001-11-16,65.75,18.97,
2001-11-19,66.54,20.0,
2001-11-20,65.4,19.53,
2001-11-21,64.05,19.68,
2001-11-23,64.71,19.84,
2001-11-26,65.14,21.37,
2001-11-27,63.74,21.0,
2001-11-28,62.8,20.53,
2001-11-29,64.84,20.42,
2001-11-30,64.21,21.3,
2001-12-03,64.77,21.05,
2001-12-04,66.0,22.4,
2001-12-05,68.1,23.76,
2001-12-06,68.65,22.78,
2001-12-07,67.83,22.54,
2001-12-10,67.06,22.54,
2001-12-11,67.32,21.78,
2001-12-12,67.95,21.49,
2001-12-13,66.27,21.0,
2001-12-14,67.44,20.39,
2001-12-17,68.98,20.62,
2001-12-18,69.27,21.01,
2001-12-19,69.49,21.62,
2001-12-20,66.76,20.67,
2001-12-21,67.54,21.0,
2001-12-24,67.27,21.36,
2001-12-26,67.68,21.49,
2001-12-27,67.85,22.07,
2001-12-28,67.87,22.43,
2001-12-31,66.25,21.9,
2002-01-02,67.04,23.3,
2002-01-03,69.23,23.58,
2002-01-04,68.9,23.69,
2002-01-07,68.56,22.9,
2002-01-08,69.38,22.61,
2002-01-09,68.71,21.65,
2002-01-10,69.28,21.23,
2002-01-11,68.61,21.05,
2002-01-14,68.47,21.15,
2002-01-15,69.55,21.7,
2002-01-16,67.87,20.78,
2002-01-17,69.86,22.48,
2002-01-18,66.1,22.17,
2002-01-22,64.46,21.82,
2002-01-23,63.74,23.02,
2002-01-24,64.6,23.21,
2002-01-25,63.8,23.25,
2002-01-28,63.82,23.27,
2002-01-29,62.32,23.07,
2002-01-30,62.85,24.09,
2002-01-31,63.71,24.72,
2002-02-01,62.66,24.41,
2002-02-04,61.12,25.35,
2002-02-05,61.15,25.45,
2002-02-06,60.4,24.67,
2002-02-07,59.8,24.3,
2002-02-08,60.65,24.03,
2002-02-11,61.13,24.98,
2002-02-12,60.14,24.71,
2002-02-13,61.82,25.01,
2002-02-14,61.68,24.6,
2002-02-15,60.23,23.9,
2002-02-19,58.93,22.62,
2002-02-20,59.9,23.13,
2002-02-21,58.05,21.5,
2002-02-22,57.99,22.74,
2002-02-25,59.08,23.81,
2002-02-26,58.55,23.67,
2002-02-27,58.39,21.96,
2002-02-28,58.34,21.7,
2002-03-01,61.37,23.45,
2002-03-04,63.3,24.29,
2002-03-05,63.08,23.53,
2002-03-06,63.63,24.07,
2002-03-07,62.72,24.38,
2002-03-08,63.95,24.66,
2002-03-11,64.34,25.06,
2002-03-12,62.54,24.72,
2002-03-13,62.1,24.49,
2002-03-14,61.22,24.43,
2002-03-15,62.49,24.95,
2002-03-18,62.14,24.74,
2002-03-19,62.23,24.85,
2002-03-20,60.1,24.92,
2002-03-21,61.36,24.27,
2002-03-22,60.45,24.09,
2002-03-25,59.23,23.35,
2002-03-26,59.08,23.46,
2002-03-27,59.44,23.47,
2002-03-28,60.31,23.67,
2002-04-01,60.38,24.46,
2002-04-02,57.28,24.07,
2002-04-03,56.33,23.75,
2002-04-04,56.45,24.9,
2002-04-05,55.87,24.74,
2002-04-08,57.22,24.56,
2002-04-09,54.87,24.1,
2002-04-10,56.3,24.66,
2002-04-11,54.79,24.86,
2002-04-12,55.93,25.06,
2002-04-15,55.69,25.0,
2002-04-16,57.81,25.74,
2002-04-17,56.63,26.11,
2002-04-18,56.37,25.41,
2002-04-19,57.2,24.98,
2002-04-22,55.59,24.53,
2002-04-23,53.99,24.25,
2002-04-24,53.02,23.77,
2002-04-25,53.73,24.12,
2002-04-26,51.5,23.01,
2002-04-29,52.24,23.96,
2002-04-30,52.26,24.27,
2002-05-01,52.75,23.98,
2002-05-02,51.21,23.69,
2002-05-03,49.56,23.51,
2002-05-06,48.62,22.65,
2002-05-07,49.47,22.47,
2002-05-08,54.97,24.37,
2002-05-09,52.12,24.19,
2002-05-10,50.05,23.32,
2002-05-13,52.69,23.94,
2002-05-14,54.88,25.61,
2002-05-15,54.75,25.28,
2002-05-16,55.74,25.21,
2002-05-17,56.03,25.01,
2002-05-20,54.01,24.74,
2002-05-21,52.19,23.46,
2002-05-22,53.69,24.32,
2002-05-23,54.82,25.18,
2002-05-24,53.26,24.15,
2002-05-28,52.32,23.98,
2002-05-29,52.05,23.98,
2002-05-30,52.64,24.2,
2002-05-31,50.91,23.3,
2002-06-03,49.42,22.91,
2002-06-04,49.98,22.78,
2002-06-05,51.66,22.72,
2002-06-06,51.9,22.16,
2002-06-07,51.98,21.4,
2002-06-10,52.82,21.48,
2002-06-11,52.57,20.46,
2002-06-12,55.54,20.09,
2002-06-13,54.22,19.54,
2002-06-14,55.25,20.1,
2002-06-17,55.68,20.54,
2002-06-18,55.99,20.15,
2002-06-19,54.36,17.12,
2002-06-20,54.1,17.11,
2002-06-21,52.28,16.85,
2002-06-24,54.16,17.27,
2002-06-25,52.95,17.14,
2002-06-26,54.13,16.55,
2002-06-27,54.92,17.06,
2002-06-28,54.7,17.72,
2002-07-01,52.66,17.06,
2002-07-02,51.44,16.94,
2002-07-03,51.84,17.55,
2002-07-05,54.85,18.74,
2002-07-08,52.92,18.01,
2002-07-09,53.21,17.53,
2002-07-10,52.24,17.32,
2002-07-11,52.91,18.3,
2002-07-12,51.86,17.5,
2002-07-15,51.8,18.23,
2002-07-16,51.25,17.86,
2002-07-17,52.0,15.63,
2002-07-18,51.11,14.99,
2002-07-19,49.56,14.96,
2002-07-22,47.51,14.92,
2002-07-23,43.01,14.47,
2002-07-24,46.23,15.2,
2002-07-25,42.83,14.36,
2002-07-26,45.35,14.34,
2002-07-29,48.25,15.02,
2002-07-30,48.1,15.43,
2002-07-31,47.98,15.26,
2002-08-01,45.75,14.8,
2002-08-02,44.41,14.45,
2002-08-05,43.99,13.99,
2002-08-06,45.67,14.74,
2002-08-07,47.09,15.03,
2002-08-08,48.91,15.3,
2002-08-09,48.12,15.0,
2002-08-12,48.47,14.99,
2002-08-13,47.06,14.59,
2002-08-14,49.71,15.17,
2002-08-15,49.77,15.61,
2002-08-16,50.0,15.81,
2002-08-19,52.0,15.98,
2002-08-20,51.04,15.91,
2002-08-21,52.28,16.12,
2002-08-22,53.23,15.97,
2002-08-23,52.22,15.73,
2002-08-26,52.1,15.53,
2002-08-27,50.84,14.85,
2002-08-28,49.38,14.7,
2002-08-29,50.58,14.7,
2002-08-30,49.08,14.75,
2002-09-03,47.02,14.05,
2002-09-04,48.21,14.48,
2002-09-05,45.91,14.18,
2002-09-06,47.82,14.38,
2002-09-09,48.7,14.37,
2002-09-10,49.79,14.33,
2002-09-11,48.58,14.29,
2002-09-12,47.15,14.14,
2002-09-13,47.91,14.17,
2002-09-16,47.78,14.5,
2002-09-17,47.29,14.8,
2002-09-18,47.75,15.02,
2002-09-19,47.2,14.58,
2002-09-20,47.46,14.87,
2002-09-23,45.23,14.85,
2002-09-24,45.64,14.64,
2002-09-25,46.51,14.93,
2002-09-26,46.2,14.7,
2002-09-27,45.25,14.72,
2002-09-30,43.74,14.5,
2002-10-01,46.23,14.51,
2002-10-02,45.61,14.17,
2002-10-03,44.8,14.3,
2002-10-04,43.77,14.03,
2002-10-07,44.05,13.77,
2002-10-08,44.99,13.69,
2002-10-09,43.99,13.6,
2002-10-10,46.38,14.12,
2002-10-11,48.87,14.51,
2002-10-14,49.29,14.77,
2002-10-15,52.29,15.16,
2002-10-16,50.41,14.56,
2002-10-17,50.77,14.11,
2002-10-18,53.15,14.34,
2002-10-21,52.51,14.56,
2002-10-22,51.67,14.7,
2002-10-23,53.2,14.88,
2002-10-24,51.23,14.69,
2002-10-25,52.68,15.42,
2002-10-28,51.95,15.61,
2002-10-29,52.07,15.44,
2002-10-30,53.11,15.98,
2002-10-31,53.47,16.07,
2002-11-01,53.0,16.36,
2002-11-04,56.1,16.89,
2002-11-05,56.68,16.9,
2002-11-06,57.03,17.22,
2002-11-07,56.01,16.0,
2002-11-08,55.1,15.84,
2002-11-11,53.86,15.16,
2002-11-12,54.51,15.64,
2002-11-13,55.36,15.59,
2002-11-14,56.99,16.3,
2002-11-15,56.69,15.95,
2002-11-18,55.85,15.65,
2002-11-19,54.86,15.27,
2002-11-20,56.62,15.53,
2002-11-21,57.84,16.35,
2002-11-22,58.22,16.01,
2002-11-25,58.23,15.97,
2002-11-26,56.9,15.41,
2002-11-27,58.08,15.72,
2002-11-29,57.68,15.5,
2002-12-02,57.69,15.18,
2002-12-03,56.71,15.16,
2002-12-04,56.54,14.97,
2002-12-05,55.34,14.63,
2002-12-06,55.47,14.95,
2002-12-09,53.53,14.75,
2002-12-10,54.01,15.28,
2002-12-11,54.66,15.49,
2002-12-12,54.17,15.19,
2002-12-13,52.5,14.79,
2002-12-16,54.48,14.85,
2002-12-17,54.36,15.08,
2002-12-18,53.53,14.57,
2002-12-19,53.11,14.2,
2002-12-20,53.04,14.14,
2002-12-23,54.0,14.49,
2002-12-24,53.82,14.36,
2002-12-26,53.39,14.4,
2002-12-27,52.97,14.06,
2002-12-30,52.75,14.07,
2002-12-31,51.7,14.33,
2003-01-02,53.72,14.8,
2003-01-03,53.79,14.9,
2003-01-06,54.77,14.9,
2003-01-07,55.8,14.85,
2003-01-08,54.24,14.55,
2003-01-09,55.81,14.68,
2003-01-10,55.92,14.72,
2003-01-13,56.39,14.63,
2003-01-14,56.97,14.61,
2003-01-15,56.27,14.43,
2003-01-16,55.35,14.62,
2003-01-17,51.46,14.1,
2003-01-21,51.33,14.02,
2003-01-22,51.0,13.88,
2003-01-23,52.28,14.17,
2003-01-24,49.85,13.8,
2003-01-27,49.17,14.13,
2003-01-28,48.82,14.58,
2003-01-29,49.91,14.58,
2003-01-30,48.24,14.32,
2003-01-31,47.46,14.36,
2003-02-03,48.56,14.66,
2003-02-04,47.32,14.6,
2003-02-05,46.96,14.45,
2003-02-06,47.42,14.43,
2003-02-07,46.58,14.15,
2003-02-10,47.38,14.35,
2003-02-11,46.44,14.35,
2003-02-12,46.44,14.39,
2003-02-13,46.99,14.54,
2003-02-14,48.3,14.67,
2003-02-18,24.96,15.27,
2003-02-19,24.53,14.85,
2003-02-20,24.14,14.77,
2003-02-21,24.63,15.0,
2003-02-24,24.07,14.74,
2003-02-25,24.19,15.02,
2003-02-26,23.61,14.5,
2003-02-27,23.58,14.86,
2003-02-28,23.7,15.01,
2003-03-03,23.54,14.65,
2003-03-04,23.07,14.56,
2003-03-05,23.44,14.62,
2003-03-06,23.27,14.56,
2003-03-07,23.56,14.53,
2003-03-10,22.95,14.37,
2003-03-11,22.8,14.23,
2003-03-12,23.39,14.22,
2003-03-13,24.67,14.72,
2003-03-14,24.86,14.78,
2003-03-17,25.93,15.01,
2003-03-18,26.04,15.0,
2003-03-19,26.32,14.95,
2003-03-20,26.25,14.91,
2003-03-21,26.57,15.0,
2003-03-24,25.29,14.37,
2003-03-25,25.49,14.55,
2003-03-26,25.25,14.41,
2003-03-27,25.04,14.49,
2003-03-28,24.67,14.57,
2003-03-31,24.21,14.14,
2003-04-01,24.35,14.16,
2003-04-02,25.72,14.6,
2003-04-03,25.73,14.46,
2003-04-04,25.09,14.41,
2003-04-07,25.17,14.49,
2003-04-08,25.58,14.45,
2003-04-09,24.57,14.19,
2003-04-10,24.59,14.37,
2003-04-11,24.2,13.2,
2003-04-14,24.76,13.58,
2003-04-15,24.6,13.39,
2003-04-16,24.92,13.24,
2003-04-17,25.5,13.12,
2003-04-21,25.21,13.14,
2003-04-22,25.76,13.51,
2003-04-23,25.72,13.58,
2003-04-24,25.49,13.44,
2003-04-25,25.22,13.35,
2003-04-28,25.74,13.86,
2003-04-29,25.8,14.06,
2003-04-30,25.57,14.22,
2003-05-01,25.72,14.36,
2003-05-02,26.1,14.45,
2003-05-05,25.86,16.09,
2003-05-06,26.37,17.5,
2003-05-07,25.99,17.65,
2003-05-08,25.74,18.0,
2003-05-09,26.36,18.3,
2003-05-12,26.2,18.56,
2003-05-13,25.99,18.67,
2003-05-14,25.62,18.55,
2003-05-15,25.79,18.73,
2003-05-16,25.57,18.8,
2003-05-19,24.76,18.1,
2003-05-20,24.63,17.79,
2003-05-21,24.03,17.85,
2003-05-22,24.16,18.24,
2003-05-23,24.22,18.32,
2003-05-27,24.79,18.88,
2003-05-28,24.41,18.28,
2003-05-29,24.4,18.1,
2003-05-30,24.61,17.95,
2003-06-02,24.64,17.45,
2003-06-03,24.88,17.31,
2003-06-04,24.87,17.6,
2003-06-05,24.09,17.64,
2003-06-06,23.67,17.15,
2003-06-09,23.75,16.79,
2003-06-10,24.68,17.18,
2003-06-11,24.88,17.45,
2003-06-12,24.99,17.77,
2003-06-13,24.65,17.42,
2003-06-16,25.39,18.27,
2003-06-17,25.96,18.19,
2003-06-18,26.07,19.12,
2003-06-19,26.07,19.14,
2003-06-20,26.33,19.2,
2003-06-23,25.78,19.06,
2003-06-24,25.7,18.78,
2003-06-25,25.26,19.09,
2003-06-26,25.75,19.29,
2003-06-27,25.63,18.73,
2003-06-30,25.64,19.06,
2003-07-01,26.15,19.09,
2003-07-02,26.88,19.27,
2003-07-03,26.5,19.13,
2003-07-07,27.42,19.87,
2003-07-08,27.7,20.4,
2003-07-09,27.47,19.89,
2003-07-10,26.91,19.58,
2003-07-11,27.31,19.85,
2003-07-14,27.4,19.9,
2003-07-15,27.27,19.61,
2003-07-16,27.52,19.87,
2003-07-17,26.69,20.9,
2003-07-18,26.89,20.859,
2003-07-21,26.04,20.61,
2003-07-22,26.38,20.8,
2003-07-23,26.45,20.79,
