Datum;Schlusskurs;SMA
2015-10-27 00:00:00;53,69;43,3117
2015-10-26 00:00:00;54,25;42,8471
2015-10-23 00:00:00;52,87;42,3504
2015-10-22 00:00:00;48,03;41,9457
2015-10-21 00:00:00;47,2;41,7589
2015-10-20 00:00:00;47,77;41,608
2015-10-19 00:00:00;47,62;41,4326
2015-10-16 00:00:00;47,51;41,2735
2015-10-15 00:00:00;47,01;41,0909
2015-10-14 00:00:00;46,68;40,9658
2015-10-13 00:00:00;46,89;40,8579
2015-10-12 00:00:00;47;40,726
2015-10-09 00:00:00;47,11;40,5466
2015-10-08 00:00:00;47,45;40,382
2015-10-07 00:00:00;46,8;40,1935
2015-10-06 00:00:00;46,75;40,0244
2015-10-05 00:00:00;46,63;39,8948
2015-10-02 00:00:00;45,57;39,7126
2015-10-01 00:00:00;44,61;39,6188
2015-09-30 00:00:00;44,2;39,5622
2015-09-29 00:00:00;43,44;39,4543
2015-09-28 00:00:00;43,29;39,4579
2015-09-25 00:00:00;43,94;39,4869
2015-09-24 00:00:00;43,91;39,4851
2015-09-23 00:00:00;43,87;39,4307
2015-09-22 00:00:00;43,9;39,2766
2015-09-21 00:00:00;44,11;39,176
2015-09-18 00:00:00;43,48;39,1289
2015-09-17 00:00:00;44,25;39,2277
2015-09-16 00:00:00;44,3;39,3346
2015-09-15 00:00:00;43,98;39,4692
2015-09-14 00:00:00;43,04;39,6067
2015-09-11 00:00:00;43,48;39,7722
2015-09-10 00:00:00;43,29;39,9057
2015-09-09 00:00:00;43,07;40,0483
2015-09-08 00:00:00;43,89;40,186
2015-09-04 00:00:00;42,61;40,3279
2015-09-03 00:00:00;43,5;40,5013
2015-09-02 00:00:00;43,36;40,6289
2015-09-01 00:00:00;41,82;40,8061
2015-08-31 00:00:00;43,52;41,0513
2015-08-28 00:00:00;43,93;41,1866
2015-08-27 00:00:00;43,9;41,2984
2015-08-26 00:00:00;42,71;41,4196
2015-08-25 00:00:00;40,47;41,5682
2015-08-24 00:00:00;41,68;41,7755
2015-08-21 00:00:00;43,07;41,9285
2015-08-20 00:00:00;45,66;42,045
2015-08-19 00:00:00;46,61;42,0517
2015-08-18 00:00:00;47,27;41,9898
2015-08-17 00:00:00;47,32;41,9763
2015-08-14 00:00:00;47;41,9583
2015-08-13 00:00:00;46,73;41,9412
2015-08-12 00:00:00;46,74;41,938
2015-08-11 00:00:00;46,41;41,8939
2015-08-10 00:00:00;47,33;41,8583
2015-08-07 00:00:00;46,74;41,7777
2015-08-06 00:00:00;46,62;41,6818
2015-08-05 00:00:00;47,58;41,5873
2015-08-04 00:00:00;47,54;41,4369
2015-08-03 00:00:00;46,81;41,291
2015-07-31 00:00:00;46,7;41,182
2015-07-30 00:00:00;46,88;41,0785
2015-07-29 00:00:00;46,29;40,9688
2015-07-28 00:00:00;45,34;40,8725
2015-07-27 00:00:00;45,35;40,8288
2015-07-24 00:00:00;45,94;40,8247
2015-07-23 00:00:00;46,11;40,8117
2015-07-22 00:00:00;45,54;40,7903
2015-07-21 00:00:00;47,28;40,8069
2015-07-20 00:00:00;46,92;40,7597
2015-07-17 00:00:00;46,62;40,7227
2015-07-16 00:00:00;46,66;40,7272
2015-07-15 00:00:00;45,76;40,6962
2015-07-14 00:00:00;45,62;40,6993
2015-07-13 00:00:00;45,54;40,6928
2015-07-10 00:00:00;44,61;40,7122
2015-07-09 00:00:00;44,52;40,7946
2015-07-08 00:00:00;44,24;40,8887
2015-07-07 00:00:00;44,3;40,9522
2015-07-06 00:00:00;44,39;41,0165
2015-07-02 00:00:00;44,4;41,0953
2015-07-01 00:00:00;44,445;41,1836
2015-06-30 00:00:00;44,15;41,2919
2015-06-29 00:00:00;44,37;41,4166
2015-06-26 00:00:00;45,26;41,5454
2015-06-25 00:00:00;45,65;41,6174
2015-06-24 00:00:00;45,635;41,6985
2015-06-23 00:00:00;45,91;41,7874
2015-06-22 00:00:00;46,23;41,818
2015-06-19 00:00:00;46,1;41,8482
2015-06-18 00:00:00;46,72;41,9076
2015-06-17 00:00:00;45,97;41,9463
2015-06-16 00:00:00;45,83;42,0188
2015-06-15 00:00:00;45,475;42,103
2015-06-12 00:00:00;45,97;42,2159
2015-06-11 00:00:00;46,44;42,3255
2015-06-10 00:00:00;46,61;42,365
2015-06-09 00:00:00;45,65;42,3845
2015-06-08 00:00:00;45,73;42,4482
2015-06-05 00:00:00;46,14;42,5252
2015-06-04 00:00:00;46,36;42,5368
2015-06-03 00:00:00;46,85;42,5197
2015-06-02 00:00:00;46,92;42,5396
2015-06-01 00:00:00;47,23;42,585
2015-05-29 00:00:00;46,86;42,635
2015-05-28 00:00:00;47,45;42,7009
2015-05-27 00:00:00;47,61;42,7591
2015-05-26 00:00:00;46,59;42,8144
2015-05-22 00:00:00;46,9;42,8652
2015-05-21 00:00:00;47,42;42,8949
2015-05-20 00:00:00;47,58;42,6986
2015-05-19 00:00:00;47,58;42,4792
2015-05-18 00:00:00;48,01;42,2441
2015-05-15 00:00:00;48,295;42,0157
2015-05-14 00:00:00;48,72;41,7169
2015-05-13 00:00:00;47,625;41,4234
2015-05-12 00:00:00;47,35;41,1832
2015-05-11 00:00:00;47,37;40,9282
2015-05-08 00:00:00;47,75;40,6772
2015-05-07 00:00:00;46,7;40,4075
2015-05-06 00:00:00;46,28;40,174
2015-05-05 00:00:00;47,6;39,9565
2015-05-04 00:00:00;48,24;39,685
2015-05-01 00:00:00;48,655;39,3855
2015-04-30 00:00:00;48,64;39,0113
2015-04-29 00:00:00;49,06;38,657
2015-04-28 00:00:00;49,155;38,281
2015-04-27 00:00:00;48,03;37,9144
2015-04-24 00:00:00;47,87;37,5985
2015-04-23 00:00:00;43,34;37,3006
2015-04-22 00:00:00;42,985;37,2165
2015-04-21 00:00:00;42,635;37,2127
2015-04-20 00:00:00;42,905;37,2225
2015-04-17 00:00:00;41,615;37,2214
2015-04-16 00:00:00;42,16;37,2514
2015-04-15 00:00:00;42,255;37,2666
2015-04-14 00:00:00;41,65;37,2415
2015-04-13 00:00:00;41,76;37,2375
2015-04-10 00:00:00;41,72;37,2205
2015-04-09 00:00:00;41,48;37,1892
2015-04-08 00:00:00;41,42;37,2116
2015-04-07 00:00:00;41,53;37,2389
2015-04-06 00:00:00;41,545;37,2979
2015-04-02 00:00:00;40,29;37,3344
2015-04-01 00:00:00;40,72;37,4605
2015-03-31 00:00:00;40,655;37,565
2015-03-30 00:00:00;40,96;37,6824
2015-03-27 00:00:00;40,97;37,813
2015-03-26 00:00:00;41,21;37,9419
2015-03-25 00:00:00;41,46;38,0692
2015-03-24 00:00:00;42,9;38,1823
2015-03-23 00:00:00;42,855;38,2356
2015-03-20 00:00:00;42,88;38,2935
2015-03-19 00:00:00;42,285;38,3371
2015-03-18 00:00:00;42,5;38,3915
2015-03-17 00:00:00;41,695;38,4375
2015-03-16 00:00:00;41,56;38,5219
2015-03-13 00:00:00;41,38;38,6113
2015-03-12 00:00:00;41,02;38,6742
2015-03-11 00:00:00;41,98;38,7217
2015-03-10 00:00:00;42,03;38,736
2015-03-09 00:00:00;42,85;38,7373
2015-03-06 00:00:00;42,36;38,7043
2015-03-05 00:00:00;43,11;38,6949
2015-03-04 00:00:00;43,055;38,6248
2015-03-03 00:00:00;43,28;38,5466
2015-03-02 00:00:00;43,88;38,4441
2015-02-27 00:00:00;43,85;38,2756
2015-02-26 00:00:00;44,055;38,1801
2015-02-25 00:00:00;43,99;38,0389
2015-02-24 00:00:00;44,09;37,9659
2015-02-23 00:00:00;44,15;38,0817
2015-02-20 00:00:00;43,855;38,2023
2015-02-19 00:00:00;43,5;38,3339
2015-02-18 00:00:00;43,53;38,4277
2015-02-17 00:00:00;43,58;38,541
2015-02-13 00:00:00;43,87;38,6453
2015-02-12 00:00:00;43,09;38,7169
2015-02-11 00:00:00;42,38;38,8441
2015-02-10 00:00:00;42,6;39,0207
2015-02-09 00:00:00;42,36;39,1984
2015-02-06 00:00:00;42,41;39,4129
2015-02-05 00:00:00;42,45;39,643
2015-02-04 00:00:00;41,84;39,8109
2015-02-03 00:00:00;41,6;39,9801
2015-02-02 00:00:00;41,28;40,19
2015-01-30 00:00:00;40,4;40,4334
2015-01-29 00:00:00;42,01;40,7022
2015-01-28 00:00:00;41,19;40,9247
2015-01-27 00:00:00;42,66;41,2028
2015-01-26 00:00:00;47,01;41,4347
2015-01-23 00:00:00;47,18;41,4849
2015-01-22 00:00:00;47,13;41,5413
2015-01-21 00:00:00;45,92;41,579
2015-01-20 00:00:00;46,39;41,6563
2015-01-16 00:00:00;46,24;41,7065
2015-01-15 00:00:00;45,48;41,6843
2015-01-14 00:00:00;45,955;41,6701
2015-01-13 00:00:00;46,355;41,7018
2015-01-12 00:00:00;46,6;41,7283
2015-01-09 00:00:00;47,19;41,7536
2015-01-08 00:00:00;47,59;41,7407
2015-01-07 00:00:00;46,23;41,7407
2015-01-06 00:00:00;45,65;41,8058
2015-01-05 00:00:00;46,325;41,9288
2015-01-02 00:00:00;46,76;42,0405
2014-12-31 00:00:00;46,45;42,0992
2014-12-30 00:00:00;47,02;42,1885
2014-12-29 00:00:00;47,45;42,2595
2014-12-26 00:00:00;47,88;42,2755
2014-12-24 00:00:00;48,14;42,2697
2014-12-23 00:00:00;48,45;42,24
2014-12-22 00:00:00;47,98;42,2018
2014-12-19 00:00:00;47,66;42,2018
2014-12-18 00:00:00;47,52;42,248
2014-12-17 00:00:00;45,74;42,2791
2014-12-16 00:00:00;45,16;42,4123
2014-12-15 00:00:00;46,67;42,5895
2014-12-12 00:00:00;46,95;42,7048
2014-12-11 00:00:00;47,17;42,809
2014-12-10 00:00:00;46,9;42,8668
2014-12-09 00:00:00;47,59;42,9406
2014-12-08 00:00:00;47,695;42,9846
2014-12-05 00:00:00;48,42;43,0147
2014-12-04 00:00:00;48,84;43,0135
2014-12-03 00:00:00;48,08;42,9565
2014-12-02 00:00:00;48,46;42,9205
2014-12-01 00:00:00;48,62;42,8619
2014-11-28 00:00:00;47,81;42,7745
2014-11-26 00:00:00;47,75;42,6834
2014-11-25 00:00:00;47,47;42,6202
2014-11-24 00:00:00;47,59;42,5636
2014-11-21 00:00:00;47,98;42,4761
2014-11-20 00:00:00;48,7;42,3809
2014-11-19 00:00:00;48,22;42,2048
2014-11-18 00:00:00;48,74;42,0218
2014-11-17 00:00:00;49,46;41,8377
2014-11-14 00:00:00;49,58;41,6003
2014-11-13 00:00:00;49,61;41,3376
2014-11-12 00:00:00;48,78;41,0344
2014-11-11 00:00:00;48,87;40,789
2014-11-10 00:00:00;48,89;40,5621
2014-11-07 00:00:00;48,68;40,3308
2014-11-06 00:00:00;48,7;40,1256
2014-11-05 00:00:00;47,86;39,9998
2014-11-04 00:00:00;47,57;39,9521
2014-11-03 00:00:00;47,44;39,8621
2014-10-31 00:00:00;46,95;39,8025
2014-10-30 00:00:00;46,05;39,7645
2014-10-29 00:00:00;46,62;39,7517
2014-10-28 00:00:00;46,49;39,72
2014-10-27 00:00:00;45,91;39,7142
2014-10-24 00:00:00;46,13;39,7376
2014-10-23 00:00:00;45,02;39,75
2014-10-22 00:00:00;44,38;39,795
2014-10-21 00:00:00;44,88;39,9142
2014-10-20 00:00:00;44,08;39,9883
2014-10-17 00:00:00;43,63;40,1199
2014-10-16 00:00:00;42,74;40,2916
2014-10-15 00:00:00;43,22;40,4655
2014-10-14 00:00:00;43,73;40,6111
2014-10-13 00:00:00;43,65;40,7449
2014-10-10 00:00:00;44,03;40,8592
2014-10-09 00:00:00;45,85;40,9768
2014-10-08 00:00:00;46,78;41,0276
2014-10-07 00:00:00;45,53;41,0302
2014-10-06 00:00:00;46,09;41,0845
2014-10-03 00:00:00;46,09;41,1013
2014-10-02 00:00:00;45,76;41,0933
2014-10-01 00:00:00;45,9;41,0713
2014-09-30 00:00:00;46,36;41,0298
2014-09-29 00:00:00;46,44;40,9737
2014-09-26 00:00:00;46,41;40,9291
2014-09-25 00:00:00;46,04;40,8616
2014-09-24 00:00:00;47,08;40,81
2014-09-23 00:00:00;46,56;40,7184
2014-09-22 00:00:00;47,06;40,657
2014-09-19 00:00:00;47,52;40,5727
2014-09-18 00:00:00;46,68;40,4712
2014-09-17 00:00:00;46,52;40,3948
2014-09-16 00:00:00;46,76;40,3423
2014-09-15 00:00:00;46,24;40,2573
2014-09-12 00:00:00;46,695;40,1811
2014-09-11 00:00:00;47;40,0621
2014-09-10 00:00:00;46,84;39,9213
2014-09-09 00:00:00;46,76;39,7629
2014-09-08 00:00:00;46,47;39,5941
2014-09-05 00:00:00;45,91;39,4381
2014-09-04 00:00:00;45,26;39,3081
2014-09-03 00:00:00;44,96;39,1852
2014-09-02 00:00:00;45,09;39,0906
2014-08-29 00:00:00;45,43;39,0029
2014-08-28 00:00:00;44,88;38,8779
2014-08-27 00:00:00;44,87;38,7903
2014-08-26 00:00:00;45,005;38,7214
2014-08-25 00:00:00;45,17;38,6601
2014-08-22 00:00:00;45,15;38,5952
2014-08-21 00:00:00;45,22;38,5545
2014-08-20 00:00:00;44,95;38,5063
2014-08-19 00:00:00;45,33;38,4906
2014-08-18 00:00:00;45,11;38,4564
2014-08-15 00:00:00;44,79;38,4443
2014-08-14 00:00:00;44,27;38,4399
2014-08-13 00:00:00;44,08;38,4513
2014-08-12 00:00:00;43,52;38,4513
2014-08-11 00:00:00;43,2;38,4044
2014-08-08 00:00:00;43,2;38,3579
2014-08-07 00:00:00;43,23;38,3092
2014-08-06 00:00:00;42,74;38,2414
2014-08-05 00:00:00;43,08;38,1945
2014-08-04 00:00:00;43,37;38,1374
2014-08-01 00:00:00;42,86;38,0769
2014-07-31 00:00:00;43,16;38,0304
2014-07-30 00:00:00;43,5785;37,9751
2014-07-29 00:00:00;43,885;37,9002
2014-07-28 00:00:00;43,97;37,8043
2014-07-25 00:00:00;44,5;37,7289
2014-07-24 00:00:00;44,4;37,6069
2014-07-23 00:00:00;44,87;37,503
2014-07-22 00:00:00;44,83;37,3659
2014-07-21 00:00:00;44,835;37,2413
2014-07-18 00:00:00;44,69;37,1029
2014-07-17 00:00:00;44,53;36,9634
2014-07-16 00:00:00;44,08;36,837
2014-07-15 00:00:00;42,45;36,7318
2014-07-14 00:00:00;42,14;36,6901
2014-07-11 00:00:00;42,09;36,6502
2014-07-10 00:00:00;41,685;36,5839
2014-07-09 00:00:00;41,67;36,5477
2014-07-08 00:00:00;41,78;36,5232
2014-07-07 00:00:00;41,99;36,5008
2014-07-03 00:00:00;41,8;36,4784
2014-07-02 00:00:00;41,9;36,4525
2014-07-01 00:00:00;41,87;36,3832
2014-06-30 00:00:00;41,7;36,3139
2014-06-27 00:00:00;42,25;36,274
2014-06-26 00:00:00;41,72;36,2165
2014-06-25 00:00:00;42,03;36,156
2014-06-24 00:00:00;41,745;36,0674
2014-06-23 00:00:00;41,99;35,9992
2014-06-20 00:00:00;41,68;35,9171
2014-06-19 00:00:00;41,51;35,8478
2014-06-18 00:00:00;41,65;35,7969
2014-06-17 00:00:00;41,68;35,7105
2014-06-16 00:00:00;41,5;35,6259
2014-06-13 00:00:00;41,23;35,5526
2014-06-12 00:00:00;40,58;35,4811
2014-06-11 00:00:00;40,86;35,4662
2014-06-10 00:00:00;41,11;35,4469
2014-06-09 00:00:00;41,27;35,3848
2014-06-06 00:00:00;41,48;35,297
2014-06-05 00:00:00;41,21;35,2043
2014-06-04 00:00:00;40,32;35,1141
2014-06-03 00:00:00;40,29;35,047
2014-06-02 00:00:00;40,79;34,9974
2014-05-30 00:00:00;40,94;34,9372
2014-05-29 00:00:00;40,34;34,8839
2014-05-28 00:00:00;40,01;34,8743
2014-05-27 00:00:00;40,19;34,884
2014-05-23 00:00:00;40,12;34,9015
2014-05-22 00:00:00;40,1;34,8803
2014-05-21 00:00:00;40,35;34,8577
2014-05-20 00:00:00;39,68;34,8168
2014-05-19 00:00:00;39,75;34,8183
2014-05-16 00:00:00;39,83;34,8146
2014-05-15 00:00:00;39,6;34,8104
2014-05-14 00:00:00;40,24;34,8333
2014-05-13 00:00:00;40,42;34,7998
2014-05-12 00:00:00;39,97;34,7336
2014-05-09 00:00:00;39,54;34,7004
2014-05-08 00:00:00;39,64;34,6926
2014-05-07 00:00:00;39,425;34,7288
2014-05-06 00:00:00;39,06;34,746
2014-05-05 00:00:00;39,43;34,7782
2014-05-02 00:00:00;39,69;34,7974
2014-05-01 00:00:00;40;34,8549
2014-04-30 00:00:00;40,4;34,9137
2014-04-29 00:00:00;40,51;34,9581
2014-04-28 00:00:00;40,87;34,979
2014-04-25 00:00:00;39,91;34,9542
2014-04-24 00:00:00;39,86;34,9302
2014-04-23 00:00:00;39,69;34,9272
2014-04-22 00:00:00;39,99;34,9555
2014-04-21 00:00:00;39,94;34,9777
2014-04-17 00:00:00;40,01;34,9873
2014-04-16 00:00:00;40,4;35,0013
2014-04-15 00:00:00;39,75;34,952
2014-04-14 00:00:00;39,18;34,9433
2014-04-11 00:00:00;39,209;34,8941
2014-04-10 00:00:00;39,36;34,8283
2014-04-09 00:00:00;40,47;34,7643
2014-04-08 00:00:00;39,82;34,6685
2014-04-07 00:00:00;39,8;34,59
2014-04-04 00:00:00;39,87;34,5038
2014-04-03 00:00:00;41,01;34,418
2014-04-02 00:00:00;41,35;34,2934
2014-04-01 00:00:00;41,42;34,1522
2014-03-31 00:00:00;40,99;34,0211
2014-03-28 00:00:00;40,3;33,8812
2014-03-27 00:00:00;39,36;33,7945
2014-03-26 00:00:00;39,79;33,7292
2014-03-25 00:00:00;40,34;33,6281
2014-03-24 00:00:00;40,5;33,5061
2014-03-21 00:00:00;40,16;33,3837
2014-03-20 00:00:00;40,33;33,2887
2014-03-19 00:00:00;39,27;33,1763
2014-03-18 00:00:00;39,55;33,0997
2014-03-17 00:00:00;38,05;33,0069
2014-03-14 00:00:00;37,7;32,9759
2014-03-13 00:00:00;37,89;32,9599
2014-03-12 00:00:00;38,27;32,9294
2014-03-11 00:00:00;38,02;32,8697
2014-03-10 00:00:00;37,82;32,8046
2014-03-07 00:00:00;37,9;32,7379
2014-03-06 00:00:00;38,15;32,6513
2014-03-05 00:00:00;38,11;32,5382
2014-03-04 00:00:00;38,41;32,4497
2014-03-03 00:00:00;37,78;32,3539
2014-02-28 00:00:00;38,31;32,3442
2014-02-27 00:00:00;37,86;32,2691
2014-02-26 00:00:00;37,47;32,205
2014-02-25 00:00:00;37,54;32,141
2014-02-24 00:00:00;37,69;32,0635
2014-02-21 00:00:00;37,98;32,0131
2014-02-20 00:00:00;37,75;31,9175
2014-02-19 00:00:00;37,51;31,8266
2014-02-18 00:00:00;37,42;31,7565
2014-02-14 00:00:00;37,62;31,6995
2014-02-13 00:00:00;37,61;31,6679
2014-02-12 00:00:00;37,47;31,6311
2014-02-11 00:00:00;37,175;31,5581
2014-02-10 00:00:00;36,8;31,4631
2014-02-07 00:00:00;36,56;31,4303
2014-02-06 00:00:00;36,18;31,3857
2014-02-05 00:00:00;35,82;31,3676
2014-02-04 00:00:00;36,35;31,3931
2014-02-03 00:00:00;36,48;31,3836
2014-01-31 00:00:00;37,84;31,4022
2014-01-30 00:00:00;36,86;31,3728
2014-01-29 00:00:00;36,66;31,3966
2014-01-28 00:00:00;36,27;31,4238
2014-01-27 00:00:00;36,03;31,4679
2014-01-24 00:00:00;36,805;31,5289
2014-01-23 00:00:00;36,055;31,5408
2014-01-22 00:00:00;35,93;31,5652
2014-01-21 00:00:00;36,17;31,6028
2014-01-17 00:00:00;36,38;31,6063
2014-01-16 00:00:00;36,89;31,6149
2014-01-15 00:00:00;36,76;31,5989
2014-01-14 00:00:00;35,78;31,6043
2014-01-13 00:00:00;34,98;31,6437
2014-01-10 00:00:00;36,04;31,7405
2014-01-09 00:00:00;35,53;31,8084
2014-01-08 00:00:00;35,76;31,92
2014-01-07 00:00:00;36,41;32,0473
2014-01-06 00:00:00;36,13;32,1317
2014-01-03 00:00:00;36,91;32,2125
2014-01-02 00:00:00;37,16;32,3003
2013-12-31 00:00:00;37,41;32,35
2013-12-30 00:00:00;37,29;32,395
2013-12-27 00:00:00;37,29;32,4313
2013-12-26 00:00:00;37,44;32,4447
2013-12-24 00:00:00;37,08;32,4409
2013-12-23 00:00:00;36,62;32,4651
2013-12-20 00:00:00;36,8;32,5061
2013-12-19 00:00:00;36,25;32,5321
2013-12-18 00:00:00;36,58;32,568
2013-12-17 00:00:00;36,52;32,5749
2013-12-16 00:00:00;36,885;32,5921
2013-12-13 00:00:00;36,69;32,6211
2013-12-12 00:00:00;37,22;32,6662
2013-12-11 00:00:00;37,61;32,6942
2013-12-10 00:00:00;38,11;32,6711
2013-12-09 00:00:00;38,705;32,6364
2013-12-06 00:00:00;38,36;32,584
2013-12-05 00:00:00;38;32,5346
2013-12-04 00:00:00;38,94;32,5299
2013-12-03 00:00:00;38,31;32,4184
2013-12-02 00:00:00;38,45;32,3042
2013-11-29 00:00:00;38,13;32,1661
2013-11-27 00:00:00;37,6;32,0367
2013-11-26 00:00:00;37,35;31,936
2013-11-25 00:00:00;37,64;31,8452
2013-11-22 00:00:00;37,57;31,7441
2013-11-21 00:00:00;37,4;31,6528
2013-11-20 00:00:00;37,08;31,4826
2013-11-19 00:00:00;36,74;31,328
2013-11-18 00:00:00;37,2;31,2233
2013-11-15 00:00:00;37,841;31,1285
2013-11-14 00:00:00;38,021;31,0048
2013-11-13 00:00:00;38,155;30,8718
2013-11-12 00:00:00;37,36;30,7209
2013-11-11 00:00:00;37,59;30,5978
2013-11-08 00:00:00;37,78;30,463
2013-11-07 00:00:00;37,5;30,3064
2013-11-06 00:00:00;38,18;30,1459
2013-11-05 00:00:00;36,64;29,9266
2013-11-04 00:00:00;35,94;29,7708
2013-11-01 00:00:00;35,525;29,6575
2013-10-31 00:00:00;35,405;29,5869
2013-10-30 00:00:00;35,54;29,5206
2013-10-29 00:00:00;35,52;29,4511
2013-10-28 00:00:00;35,57;29,3678
2013-10-25 00:00:00;35,73;29,2695
2013-10-24 00:00:00;33,72;29,164
2013-10-23 00:00:00;33,76;29,1232
2013-10-22 00:00:00;34,58;29,0693
2013-10-21 00:00:00;34,99;28,9781
2013-10-18 00:00:00;34,96;28,8816
2013-10-17 00:00:00;34,92;28,7885
2013-10-16 00:00:00;34,64;28,7336
2013-10-15 00:00:00;34,49;28,6769
2013-10-14 00:00:00;34,45;28,61
2013-10-11 00:00:00;34,13;28,5392
2013-10-10 00:00:00;33,76;28,492
2013-10-09 00:00:00;33,07;28,4461
2013-10-08 00:00:00;33,01;28,4319
2013-10-07 00:00:00;33,3;28,4053
2013-10-04 00:00:00;33,88;28,3347
2013-10-03 00:00:00;33,86;28,2176
2013-10-02 00:00:00;33,92;28,105
2013-10-01 00:00:00;33,58;27,988
2013-09-30 00:00:00;33,28;27,9151
2013-09-27 00:00:00;33,27;27,9202
2013-09-26 00:00:00;32,77;27,9322
2013-09-25 00:00:00;32,505;27,943
2013-09-24 00:00:00;32,455;27,9754
2013-09-23 00:00:00;32,74;28,0481
2013-09-20 00:00:00;32,791;28,1344
2013-09-19 00:00:00;33,64;28,1172
2013-09-18 00:00:00;33,32;28,03
2013-09-17 00:00:00;32,93;27,9571
2013-09-16 00:00:00;32,801;27,8911
2013-09-13 00:00:00;33,03;27,8482
2013-09-12 00:00:00;32,69;27,795
2013-09-11 00:00:00;32,74;27,7804
2013-09-10 00:00:00;32,39;27,7585
2013-09-09 00:00:00;31,655;27,7691
2013-09-06 00:00:00;31,152;27,804
2013-09-05 00:00:00;31,235;27,8686
2013-09-04 00:00:00;31,195;27,8944
2013-09-03 00:00:00;31,88;27,9013
2013-08-30 00:00:00;33,4;27,8839
2013-08-29 00:00:00;33,55;27,8094
2013-08-28 00:00:00;33,02;27,7191
2013-08-27 00:00:00;33,26;27,6588
2013-08-26 00:00:00;34,15;27,5886
2013-08-23 00:00:00;34,75;27,467
2013-08-22 00:00:00;32,39;27,323
2013-08-21 00:00:00;31,61;27,2706
2013-08-20 00:00:00;31,62;27,2759
2013-08-19 00:00:00;31,393;27,2748
2013-08-16 00:00:00;31,8;27,2915
2013-08-15 00:00:00;31,79;27,2648
2013-08-14 00:00:00;32,35;27,4107
2013-08-13 00:00:00;32,23;27,5453
2013-08-12 00:00:00;32,87;27,7076
2013-08-09 00:00:00;32,7;27,8483
2013-08-08 00:00:00;32,89;27,9748
2013-08-07 00:00:00;32,063;28,0939
2013-08-06 00:00:00;31,58;28,2063
2013-08-05 00:00:00;31,7;28,3243
2013-08-02 00:00:00;31,89;28,4362
2013-08-01 00:00:00;31,67;28,535
2013-07-31 00:00:00;31,84;28,6347
2013-07-30 00:00:00;31,85;28,7242
2013-07-29 00:00:00;31,54;28,8312
2013-07-26 00:00:00;31,62;28,9592
2013-07-25 00:00:00;31,39;29,0871
2013-07-24 00:00:00;31,96;29,2132
2013-07-23 00:00:00;31,82;29,2861
2013-07-22 00:00:00;32,01;29,3668
2013-07-19 00:00:00;31,4;29,4203
2013-07-18 00:00:00;35,44;29,5093
2013-07-17 00:00:00;35,74;29,4731
2013-07-16 00:00:00;36,27;29,4407
2013-07-15 00:00:00;36,17;29,3866
2013-07-12 00:00:00;35,67;29,3112
2013-07-11 00:00:00;35,685;29,2705
2013-07-10 00:00:00;34,7;29,2413
2013-07-09 00:00:00;34,35;29,2473
2013-07-08 00:00:00;34,325;29,295
2013-07-05 00:00:00;34,21;29,3523
2013-07-03 00:00:00;34,01;29,3843
2013-07-02 00:00:00;33,94;29,4171
2013-07-01 00:00:00;34,36;29,4618
2013-06-28 00:00:00;34,545;29,5142
2013-06-27 00:00:00;34,62;29,5294
2013-06-26 00:00:00;34,35;29,5468
2013-06-25 00:00:00;33,67;29,5694
2013-06-24 00:00:00;33,715;29,6269
2013-06-21 00:00:00;33,265;29,6505
2013-06-20 00:00:00;33,49;29,6883
2013-06-19 00:00:00;34,59;29,736
2013-06-18 00:00:00;34,98;29,7471
2013-06-17 00:00:00;35;29,7513
2013-06-14 00:00:00;34,4;29,7458
2013-06-13 00:00:00;34,715;29,7321
2013-06-12 00:00:00;35;29,6951
2013-06-11 00:00:00;34,84;29,6324
2013-06-10 00:00:00;35,47;29,5457
2013-06-07 00:00:00;35,67;29,4178
2013-06-06 00:00:00;34,96;29,28
2013-06-05 00:00:00;34,78;29,1865
2013-06-04 00:00:00;34,99;29,1142
2013-06-03 00:00:00;35,59;29,0516
2013-05-31 00:00:00;34,9;28,9524
2013-05-30 00:00:00;35,03;28,8686
2013-05-29 00:00:00;34,88;28,7607
2013-05-28 00:00:00;35,02;28,6752
2013-05-24 00:00:00;34,269;28,563
2013-05-23 00:00:00;34,15;28,4482
2013-05-22 00:00:00;34,61;28,3447
2013-05-21 00:00:00;34,85;28,2141
2013-05-20 00:00:00;35,08;28,0241
2013-05-17 00:00:00;34,87;27,8328
2013-05-16 00:00:00;34,08;27,6066
2013-05-15 00:00:00;33,845;27,3728
2013-05-14 00:00:00;33,53;27,1506
2013-05-13 00:00:00;33,03;26,9478
2013-05-10 00:00:00;32,69;26,7642
2013-05-09 00:00:00;32,66;26,5991
2013-05-08 00:00:00;32,99;26,4415
2013-05-07 00:00:00;33,31;26,3268
2013-05-06 00:00:00;33,75;26,1702
2013-05-03 00:00:00;33,49;25,9518
2013-05-02 00:00:00;33,16;25,7491
2013-05-01 00:00:00;32,72;25,5559
2013-04-30 00:00:00;33,1;25,3799
2013-04-29 00:00:00;32,61;25,1979
2013-04-26 00:00:00;31,79;25,0286
2013-04-25 00:00:00;31,94;24,8938
2013-04-24 00:00:00;31,76;24,7427
2013-04-23 00:00:00;30,6;24,5901
2013-04-22 00:00:00;30,8;24,4869
2013-04-19 00:00:00;29,765;24,379
2013-04-18 00:00:00;28,79;24,3089
2013-04-17 00:00:00;28,825;24,2888
